Trial Number,Participant,Response,ResponsePeriodOnset,RT,Seed,Cue Frequency,Cue Frequency Range,Choice Frequency,Choice Frequency Range,Coherence
0,fr,diff,23.32923909998499,985.2772248999681,12345,4000.0,0.5,4000.0,0.5,0.9
1,fr,same,1015.2151031999965,800.4997528999811,12345,4000.0,0.5,8000.0,0.5,0.9
2,fr,same,1821.9763195999549,22.76609540003119,12345,4000.0,0.5,4000.0,0.5,0.9
3,fr,diff,1847.0087766999495,0.6483275000355206,12345,4000.0,0.5,8000.0,0.5,0.9
4,fr,diff,1849.9250573999598,0.5398511000094004,12345,4000.0,0.5,8000.0,0.5,0.9
5,fr,same,1852.7434227999765,1.0687672999920323,12345,4000.0,0.5,4000.0,0.5,0.9
6,fr,diff,1856.0948603999568,2.663528100005351,12345,4000.0,0.5,4000.0,0.5,0.9
7,fr,same,1865.0262544999714,0.9235847999807447,12345,4000.0,0.5,4000.0,0.5,0.9
8,fr,diff,1868.234896299953,0.620860300026834,12345,4000.0,0.5,8000.0,0.5,0.9
9,fr,diff,1871.1120090999757,0.8220675999764353,12345,4000.0,0.5,8000.0,0.5,0.9
10,fr,diff,1874.2581699999864,0.6585293000098318,12345,4000.0,0.5,8000.0,0.5,0.9
11,fr,diff,1877.1754857999622,1.1760966000147164,12345,4000.0,0.5,4000.0,0.5,0.9
12,fr,diff,1884.6133539999719,26.656388300005347,12345,4000.0,0.5,4000.0,0.5,0.9
13,fr,diff,1917.5558763999725,0.5700632000225596,12345,4000.0,0.5,4000.0,0.5,0.9
14,fr,diff,1924.382475499995,0.5982278999872506,12345,4000.0,0.5,4000.0,0.5,0.9
15,fr,diff,1931.2918813999859,0.8714686000021175,12345,4000.0,0.5,8000.0,0.5,0.9
16,fr,diff,1934.4813895999687,1.083496399980504,12345,4000.0,0.5,8000.0,0.5,0.9
17,fr,diff,1937.825237699959,1.134636800037697,12345,4000.0,0.5,8000.0,0.5,0.9
18,fr,diff,1941.2365407999605,23.83027239999501,12345,4000.0,0.5,4000.0,0.5,0.9
19,fr,diff,1971.3825457999483,12.354328400047962,12345,4000.0,0.5,4000.0,0.5,0.9
20,fr,diff,1990.0574638999533,8.938459300028626,12345,4000.0,0.5,4000.0,0.5,0.9
21,fr,diff,2005.2429681999492,3.3605698000174016,12345,4000.0,0.5,8000.0,0.5,0.9
22,fr,diff,2010.8948278999887,1.0956710999598727,12345,4000.0,0.5,8000.0,0.5,0.9
23,fr,diff,2014.2554393999744,0.6081567999790423,12345,4000.0,0.5,8000.0,0.5,0.9
24,fr,diff,2017.1338207999943,0.5183825999847613,12345,4000.0,0.5,8000.0,0.5,0.9
25,fr,diff,2019.9295617999742,0.5179877000045963,12345,4000.0,0.5,4000.0,0.5,0.9
26,fr,diff,2026.7102575000026,1.386875499971211,12345,4000.0,0.5,8000.0,0.5,0.9
27,fr,same,2030.364846499986,3.1614770999876782,12345,4000.0,0.5,4000.0,0.5,0.9
28,fr,same,2035.8132211999618,1.2454496000427753,12345,4000.0,0.5,4000.0,0.5,0.9
29,fr,same,2039.3184888999676,0.6305104999919422,12345,4000.0,0.5,8000.0,0.5,0.9
30,fr,same,2046.2424508999684,0.8410622000228614,12345,4000.0,0.5,4000.0,0.5,0.9
31,fr,same,2049.3571797999903,0.643958400003612,12345,4000.0,0.5,8000.0,0.5,0.9
32,fr,same,2056.286753399996,505.42067179997684,12345,4000.0,0.5,8000.0,0.5,0.9
33,fr,diff,2567.9698770999676,0.5682326999958605,12345,4000.0,0.5,8000.0,0.5,0.9
34,fr,diff,2570.8183774999925,0.0006086999783292413,12345,4000.0,0.5,4000.0,0.5,0.9
35,fr,same,2577.0875515999505,35.179202100029215,12345,4000.0,0.5,4000.0,0.5,0.9
36,fr,diff,2614.5816502999514,0.6010171000380069,12345,4000.0,0.5,8000.0,0.5,0.9
37,fr,diff,2617.4509780999506,0.7315158999990672,12345,4000.0,0.5,4000.0,0.5,0.9
38,fr,diff,2624.4764693999896,0.8211132999858819,12345,4000.0,0.5,4000.0,0.5,0.9
39,fr,diff,2631.5526828999864,24.55753409996396,12345,4000.0,0.5,8000.0,0.5,0.9
40,fr,diff,2658.3936469999608,0.8313902000081725,12345,4000.0,0.5,8000.0,0.5,0.9
41,fr,diff,2661.5112822999945,18.366148600005545,12345,4000.0,0.5,4000.0,0.5,0.9
42,fr,diff,2686.136660899967,530.394871800032,12345,4000.0,0.5,8000.0,0.5,0.9
43,fr,diff,3218.798195499985,0.5994641999714077,12345,4000.0,0.5,4000.0,0.5,0.9
44,fr,diff,3225.6475083999685,0.5592347999918275,12345,4000.0,0.5,4000.0,0.5,0.9
45,fr,diff,3232.461705399968,1.364443600003142,12345,4000.0,0.5,4000.0,0.5,0.9
46,fr,diff,3240.0832684999914,0.5377696999930777,12345,4000.0,0.5,8000.0,0.5,0.9
47,fr,diff,3242.933658099966,0.5574445000384003,12345,4000.0,0.5,8000.0,0.5,0.9
48,fr,diff,3245.744733200001,0.4762745999614708,12345,4000.0,0.5,8000.0,0.5,0.9
49,fr,diff,3248.4822953999974,0.5572804999537766,12345,4000.0,0.5,4000.0,0.5,0.9
50,fr,diff,3255.2954369999934,0.6286408999585547,12345,4000.0,0.5,8000.0,0.5,0.9
51,fr,diff,3258.2143645999604,2.581294300034642,12345,4000.0,0.5,4000.0,0.5,0.9
52,fr,diff,3267.0611762999906,0.7914285999722779,12345,4000.0,0.5,4000.0,0.5,0.9
53,fr,diff,3274.112397699966,0.6888666999875568,12345,4000.0,0.5,8000.0,0.5,0.9
54,fr,diff,3277.0612231999985,0.5583981999661773,12345,4000.0,0.5,8000.0,0.5,0.9
55,fr,diff,3279.8992086999933,0.7394818000029773,12345,4000.0,0.5,4000.0,0.5,0.9
56,fr,diff,3286.908022299991,0.6612407999928109,12345,4000.0,0.5,4000.0,0.5,0.9
57,fr,diff,3293.8282909999834,5.920386900019366,12345,4000.0,0.5,8000.0,0.5,0.9
58,fr,diff,3302.010189499997,0.5694510999601334,12345,4000.0,0.5,4000.0,0.5,0.9
59,fr,diff,3308.8698896999704,0.7917815999826416,12345,4000.0,0.5,8000.0,0.5,0.9
60,fr,diff,3311.91220229998,0.6203626000205986,12345,4000.0,0.5,8000.0,0.5,0.9
61,fr,diff,3314.7869101999677,0.5067198000033386,12345,4000.0,0.5,4000.0,0.5,0.9
62,fr,diff,3321.5451588999713,0.6018490000278689,12345,4000.0,0.5,8000.0,0.5,0.9
63,fr,diff,3324.4057612000033,0.46643099997891113,12345,4000.0,0.5,4000.0,0.5,0.9
64,fr,diff,3331.135275599954,9.189812500029802,12345,4000.0,0.5,4000.0,0.5,0.9
65,fr,diff,3346.637406499998,0.6798083999892697,12345,4000.0,0.5,8000.0,0.5,0.9
66,fr,diff,3349.583319699974,0.5178297000238672,12345,4000.0,0.5,8000.0,0.5,0.9
67,fr,diff,3352.4356556999846,0.5267095000017434,12345,4000.0,0.5,4000.0,0.5,0.9
68,fr,diff,3359.2134842999512,1.9034517999971285,12345,4000.0,0.5,4000.0,0.5,0.9
69,fr,diff,3367.3909077999997,0.6605415999656543,12345,4000.0,0.5,8000.0,0.5,0.9
70,fr,diff,3370.371524099959,0.6183303000289015,12345,4000.0,0.5,4000.0,0.5,0.9
71,fr,diff,3377.300345399999,1.4483711999491788,12345,4000.0,0.5,8000.0,0.5,0.9
72,fr,diff,3381.01810809999,0.6080814999877475,12345,4000.0,0.5,8000.0,0.5,0.9
73,fr,diff,3383.9760976999532,0.7200262999976985,12345,4000.0,0.5,4000.0,0.5,0.9
74,fr,diff,3390.946201999963,0.637970200041309,12345,4000.0,0.5,4000.0,0.5,0.9
75,fr,diff,3397.859818099998,0.7198542999685742,12345,4000.0,0.5,8000.0,0.5,0.9
76,fr,diff,3400.836929299985,0.5775989000103436,12345,4000.0,0.5,8000.0,0.5,0.9
77,fr,diff,3403.6640316999983,0.6695230999612249,12345,4000.0,0.5,4000.0,0.5,0.9
78,fr,diff,3410.5854904999724,13.418728000018746,12345,4000.0,0.5,8000.0,0.5,0.9
79,fr,diff,3426.290455399954,0.5577460000058636,12345,4000.0,0.5,4000.0,0.5,0.9
80,fr,diff,3433.113664000004,274.09098639996955,12345,4000.0,0.5,4000.0,0.5,0.9
81,fr,same,3713.475442099967,774.926638600009,12345,4000.0,0.5,4000.0,0.5,0.9
82,fr,diff,4490.684922899993,0.5487154999864288,12345,4000.0,0.5,8000.0,0.5,0.9
83,fr,same,4493.514295300003,4.8766627999721095,12345,4000.0,0.5,8000.0,0.5,0.9
84,fr,diff,4504.64818129997,0.8103553000255488,12345,4000.0,0.5,4000.0,0.5,0.9
85,fr,diff,4511.764464899956,491.41649100003997,12345,4000.0,0.5,8000.0,0.5,0.9
86,fr,diff,5005.450126999989,1.0903075999813154,12345,4000.0,0.5,8000.0,0.5,0.9
87,fr,diff,5008.850155099994,0.5583349000080489,12345,4000.0,0.5,8000.0,0.5,0.9
88,fr,diff,5011.669355299964,0.8202706000301987,12345,4000.0,0.5,4000.0,0.5,0.9
89,fr,diff,5018.793509599986,0.8724709000089206,12345,4000.0,0.5,4000.0,0.5,0.9
90,fr,diff,5025.936170699948,1254.7155282000313,12345,4000.0,0.5,4000.0,0.5,0.9
91,fr,diff,6286.904798000003,0.6182472999789752,12345,4000.0,0.5,8000.0,0.5,0.9
92,fr,diff,6289.842028599989,2.0285729999886826,12345,4000.0,0.5,4000.0,0.5,0.9
93,fr,diff,6298.176834999991,2.4499512999900617,12345,4000.0,0.5,8000.0,0.5,0.9
94,fr,diff,6302.896581399953,0.6204496000427753,12345,4000.0,0.5,4000.0,0.5,0.9
95,fr,diff,6309.868938300002,1.1643525999970734,12345,4000.0,0.5,8000.0,0.5,0.9
96,fr,diff,6313.28980139998,0.7540723999845795,12345,4000.0,0.5,8000.0,0.5,0.9
97,fr,diff,6316.31600609998,0.8949784999713302,12345,4000.0,0.5,4000.0,0.5,0.9
98,fr,diff,6323.473481199995,0.5797219999949448,12345,4000.0,0.5,8000.0,0.5,0.9
99,fr,diff,6326.329422899988,0.5371524000074714,12345,4000.0,0.5,4000.0,0.5,0.9
100,fr,same,6333.176941099984,1.4076708999928087,12345,4000.0,0.5,4000.0,0.5,0.9
101,fr,diff,6336.871776699962,0.57991030003177,12345,4000.0,0.5,8000.0,0.5,0.9
102,fr,same,6339.735641799984,0.6789186999667436,12345,4000.0,0.5,8000.0,0.5,0.9
103,fr,diff,6346.679742199951,0.6796333000529557,12345,4000.0,0.5,8000.0,0.5,0.9
104,fr,same,6349.609495699988,0.7498188000172377,12345,4000.0,0.5,4000.0,0.5,0.9
105,fr,same,6352.608466499951,0.649887400039006,12345,4000.0,0.5,4000.0,0.5,0.9
106,fr,same,6355.555901999993,0.609705499955453,12345,4000.0,0.5,8000.0,0.5,0.9
107,fr,same,6362.435272199975,1.6398640000261366,12345,4000.0,0.5,4000.0,0.5,0.9
108,fr,same,6366.326958899968,0.6389311000239104,12345,4000.0,0.5,8000.0,0.5,0.9
109,fr,same,6373.226871599967,0.8718660000013188,12345,4000.0,0.5,4000.0,0.5,0.9
110,fr,same,6376.431419699977,0.6093703000224195,12345,4000.0,0.5,4000.0,0.5,0.9
111,fr,same,6379.29132129997,0.6297224999871105,12345,4000.0,0.5,4000.0,0.5,0.9
112,fr,same,6382.172440199996,0.7094343999633566,12345,4000.0,0.5,8000.0,0.5,0.9
113,fr,same,6389.140614999982,0.699057099991478,12345,4000.0,0.5,8000.0,0.5,0.9
114,fr,diff,6396.098169599951,3.7602403000346385,12345,4000.0,0.5,8000.0,0.5,0.9
115,fr,diff,6402.106366299966,0.5675548000144772,12345,4000.0,0.5,4000.0,0.5,0.9
116,fr,diff,6408.980940999987,0.6146933999843895,12345,4000.0,0.5,4000.0,0.5,0.9
117,fr,diff,6415.868382299959,0.8730193999945186,12345,4000.0,0.5,8000.0,0.5,0.9
118,fr,diff,6419.0651656999835,0.5381344999768771,12345,4000.0,0.5,8000.0,0.5,0.9
119,fr,diff,6421.898591799953,9.42447860003449,12345,4000.0,0.5,4000.0,0.5,0.9
120,fr,diff,6437.595262799994,2.639406299975235,12345,4000.0,0.5,8000.0,0.5,0.9
121,fr,diff,6442.569585799996,0.0006561999907717109,12345,4000.0,0.5,4000.0,0.5,0.9
122,fr,diff,6448.868902599963,0.6436789000290446,12345,4000.0,0.5,4000.0,0.5,0.9
123,fr,diff,6455.795514800004,0.6486838999553584,12345,4000.0,0.5,8000.0,0.5,0.9
124,fr,diff,6458.6991386999725,0.7852586000226438,12345,4000.0,0.5,4000.0,0.5,0.9
125,fr,same,6465.757103199954,0.6897548999986611,12345,4000.0,0.5,8000.0,0.5,0.9
126,fr,same,6472.709401899949,0.9537374000065029,12345,4000.0,0.5,4000.0,0.5,0.9
127,fr,same,6475.936086499947,0.7499080000561662,12345,4000.0,0.5,8000.0,0.5,0.9
128,fr,diff,6483.007819599996,1.8664171999553218,12345,4000.0,0.5,4000.0,0.5,0.9
129,fr,diff,6491.1274036999675,0.5589731000363827,12345,4000.0,0.5,4000.0,0.5,0.9
130,fr,diff,6498.009203599999,0.5680514999548905,12345,4000.0,0.5,8000.0,0.5,0.9
131,fr,diff,6500.825778400002,1.493513699970208,12345,4000.0,0.5,8000.0,0.5,0.9
132,fr,diff,6504.634244999965,0.6405248999944888,12345,4000.0,0.5,8000.0,0.5,0.9
133,fr,diff,6507.52634609997,0.6007712000282481,12345,4000.0,0.5,4000.0,0.5,0.9
134,fr,diff,6514.395024399972,0.5599212999804877,12345,4000.0,0.5,8000.0,0.5,0.9
135,fr,diff,6517.208530100004,0.6224351999699138,12345,4000.0,0.5,4000.0,0.5,0.9
136,fr,diff,6524.104059799982,3.7328784000128508,12345,4000.0,0.5,8000.0,0.5,0.9
137,fr,same,6530.136012099974,0.6304275000002235,12345,4000.0,0.5,4000.0,0.5,0.9
138,fr,same,6533.025596499967,0.6279923000256531,12345,4000.0,0.5,8000.0,0.5,0.9
139,fr,diff,6539.932333599951,0.7395183000480756,12345,4000.0,0.5,4000.0,0.5,0.9
140,fr,same,6546.941214599996,0.7200300999684259,12345,4000.0,0.5,4000.0,0.5,0.9
141,fr,same,6549.931081899966,0.7092631999985315,12345,4000.0,0.5,8000.0,0.5,0.9
142,fr,diff,6556.896299199958,0.6077649000217207,12345,4000.0,0.5,8000.0,0.5,0.9
143,fr,diff,6559.788196699985,0.7598648999701254,12345,4000.0,0.5,4000.0,0.5,0.9
144,fr,diff,6566.870885299984,1230.8104853999685,12345,4000.0,0.5,4000.0,0.5,0.9
145,fr,diff,7804.013619999983,0.8918292999733239,12345,4000.0,0.5,4000.0,0.5,0.9
146,fr,diff,7811.161034899997,0.764095599995926,12345,4000.0,0.5,4000.0,0.5,0.9
147,fr,diff,7818.177459799976,0.7316833999939263,12345,4000.0,0.5,8000.0,0.5,0.9
148,fr,diff,7821.162112799997,0.8456621999503113,12345,4000.0,0.5,8000.0,0.5,0.9
149,fr,diff,7824.281108299969,0.49912739999126643,12345,4000.0,0.5,8000.0,0.5,0.9
150,fr,diff,7827.028662799974,0.4966485999757424,12345,4000.0,0.5,8000.0,0.5,0.9
151,fr,diff,7829.8130125000025,0.6587781999842264,12345,4000.0,0.5,4000.0,0.5,0.9
152,fr,diff,7836.743487300002,0.6081096999696456,12345,4000.0,0.5,8000.0,0.5,0.9
153,fr,diff,7839.635569099977,0.5477666999795474,12345,4000.0,0.5,8000.0,0.5,0.9
154,fr,diff,7842.515648500004,0.5876556999864988,12345,4000.0,0.5,4000.0,0.5,0.9
155,fr,diff,7849.430192699947,0.5094039000105113,12345,4000.0,0.5,4000.0,0.5,0.9
156,fr,diff,7856.207963699999,0.5672772999969311,12345,4000.0,0.5,8000.0,0.5,0.9
157,fr,diff,7859.02849409997,0.4709018000285141,12345,4000.0,0.5,8000.0,0.5,0.9
158,fr,diff,7861.7782318999525,0.915148300002329,12345,4000.0,0.5,4000.0,0.5,0.9
159,fr,diff,7868.945113199996,0.5066923999693245,12345,4000.0,0.5,4000.0,0.5,0.9
160,fr,diff,7875.713550799992,0.6096795999910682,12345,4000.0,0.5,4000.0,0.5,0.9
161,fr,same,7882.593722299964,0.941527999995742,12345,4000.0,0.5,8000.0,0.5,0.9
162,fr,diff,7889.811520699994,1.0241160999867134,12345,4000.0,0.5,4000.0,0.5,0.9
163,fr,diff,7897.105428699986,0.6310011000023223,12345,4000.0,0.5,8000.0,0.5,0.9
164,fr,diff,7900.005491899967,3.329865699983202,12345,4000.0,0.5,8000.0,0.5,0.9
165,fr,diff,7905.5999171999865,0.7395140000153333,12345,4000.0,0.5,4000.0,0.5,0.9
166,fr,diff,7912.640031499963,1.3568838000064716,12345,4000.0,0.5,8000.0,0.5,0.9
167,fr,diff,7916.2610390000045,0.8608781999791972,12345,4000.0,0.5,4000.0,0.5,0.9
168,fr,diff,7923.38179819996,0.5781866000033915,12345,4000.0,0.5,8000.0,0.5,0.9
169,fr,diff,7926.212385599967,0.557243200019002,12345,4000.0,0.5,8000.0,0.5,0.9
170,fr,diff,7929.02953869995,0.5377837000414729,12345,4000.0,0.5,8000.0,0.5,0.9
171,fr,diff,7931.829926799983,0.5373103999882005,12345,4000.0,0.5,4000.0,0.5,0.9
172,fr,diff,7938.629741399956,1.0025926000089385,12345,4000.0,0.5,4000.0,0.5,0.9
173,fr,diff,7945.92673789995,0.773084300046321,12345,4000.0,0.5,4000.0,0.5,0.9
174,fr,diff,7952.963199799997,3.3498131999513134,12345,4000.0,0.5,4000.0,0.5,0.9
175,fr,diff,7962.636724899989,0.7498955999617465,12345,4000.0,0.5,8000.0,0.5,0.9
176,fr,diff,7965.666488399962,0.7808364999946207,12345,4000.0,0.5,4000.0,0.5,0.9
177,fr,diff,7972.713714899961,3.453833600040525,12345,4000.0,0.5,4000.0,0.5,0.9
178,fr,diff,7982.445414799964,178.01009799999883,12345,4000.0,0.5,8000.0,0.5,0.9
